Area,Sexo,Edad,a2002,a2003,a2004,a2005,a2006,a2007,a2008,a2009,a2010,a2011,a2012,a2013,a2014,a2015,a2016,a2017,a2018,a2019,a2020,a2021,a2022,a2023,a2024,a2025,a2026,a2027,a2028,a2029,a2030,a2031,a2032,a2033,a2034,a2035
1,1,0,109693,107528,105925,104462,104744,107130,110614,113676,114599,114151,112560,111074,111882,114025,111845,106402,104467,105731,108174,109630,109914,109648,109139,108457,107627,106676,105623,104500,103319,102910,101943,100971,100010,99091
1,1,1,110870,109368,107293,105708,104284,104584,106989,110461,113525,114530,114134,112385,110949,111789,114020,112152,107164,105215,106430,108342,109522,109746,109468,108952,108271,107442,106488,105437,104308,103132,102724,101758,100786,99826
1,1,2,111766,110645,109212,107142,105582,104169,104479,106867,110322,113456,114499,113952,112243,110837,111775,114355,112854,108071,106067,106627,108197,109299,109506,109218,108702,108024,107190,106239,105185,104061,102882,102473,101511,100541
1,1,3,114185,112051,110951,109475,107375,105779,104342,104603,106946,110433,113563,114422,113877,112157,110814,112075,114953,113775,108939,106237,106433,107917,109003,109199,108914,108398,107714,106887,105933,104886,103761,102587,102177,101216
1,1,4,115946,114431,112311,111188,109699,107574,105969,104490,104720,107105,110611,113576,114445,113903,112257,111241,112823,116036,114795,109272,106208,106325,107793,108871,109065,108777,108261,107572,106744,105788,104739,103618,102438,102028
1,1,5,117668,115746,114286,112185,111092,109629,107533,105930,104462,104773,107204,110601,113623,114536,114101,112813,112128,114035,117189,115274,109399,106254,106350,107807,108878,109072,108780,108262,107573,106741,105781,104735,103609,102430
1,1,6,119942,117837,115963,114525,112460,111392,109956,107856,106270,104883,105251,107588,111054,114141,115168,115092,114095,113717,115564,118074,115811,109837,106657,106742,108198,109265,109457,109159,108631,107938,107100,106140,105085,103953
1,1,7,122283,120300,118189,116282,114832,112736,111653,110171,108033,106480,105098,105318,107669,111136,114277,115587,115774,115065,114632,115860,118041,115713,109721,106540,106623,108076,109140,109330,109027,108499,107807,106968,106006,104953
1,1,8,124044,122215,120253,118143,116252,114804,112723,111621,110142,108064,106551,105054,105309,107682,111233,114669,116269,116718,115957,114935,115847,117963,115616,109627,106448,106525,107973,109040,109224,108918,108388,107693,106858,105895
1,1,9,125683,124166,122331,120347,118230,116321,114864,112748,111626,110182,108119,106469,104987,105249,107677,111482,115195,117013,117413,116100,114786,115640,117731,115380,109400,106224,106301,107746,108805,108989,108683,108155,107459,106620
1,1,10,129215,126074,124521,122644,120630,118475,116537,115027,112869,111762,110315,108105,106449,104956,105252,107914,112000,115908,117675,117548,115959,114589,115424,117509,115152,109182,106010,106087,107528,108584,108762,108458,107927,107234
1,1,11,133013,129925,126740,125147,123237,121181,118994,117005,115456,113312,112205,110609,108388,106723,105271,105796,108763,113028,116889,118158,117766,116119,114731,115557,117635,115281,109297,106121,106190,107624,108678,108855,108551,108018
1,1,12,131410,133774,130619,127360,125715,123743,121635,119371,117323,115770,113606,112336,110715,108461,106816,105568,106394,109553,113767,117141,118152,117705,116040,114646,115468,117541,115183,109201,106021,106088,107523,108573,108754,108444
1,1,13,129261,131438,133805,130648,127401,125748,123784,121660,119392,117398,115879,113592,112350,110750,108562,107164,106246,107269,110381,114114,117230,118189,117727,116058,114660,115474,117543,115182,109195,106012,106080,107513,108564,108741
1,1,14,123128,130012,132206,134578,131424,128163,126514,124518,122386,120167,118199,116542,114270,113044,111498,109539,108443,107721,108697,111342,114838,117917,118856,118382,116692,115280,116095,118168,115787,109772,106567,106630,108054,109100
1,1,15,119059,124184,131071,133212,135554,132322,128993,127259,125194,123058,120815,118627,116944,114639,113423,112071,110424,109485,108714,109223,111626,115072,118142,119065,118590,116894,115474,116289,118360,115970,109945,106733,106787,108214
1,1,16,115420,118805,123997,130940,133176,135599,132465,129202,127545,125627,123606,121269,119181,117591,115421,114538,113635,112044,111047,109772,110021,112371,115818,118895,119813,119328,117612,116181,116991,119063,116661,110604,107369,107415
1,1,17,114505,116065,119456,124647,131613,133840,136269,133091,129807,128205,126313,124102,121790,119719,118206,116360,116042,115095,113437,111817,110222,110393,112724,116155,119230,120138,119651,117923,116478,117282,119356,116951,110891,107643
1,1,18,114835,115008,116591,119983,125206,132192,134446,136862,133691,130498,128954,126903,124757,122487,120551,119532,118527,118070,117037,114519,112448,110747,110888,113210,116635,119703,120613,120116,118385,116928,117728,119796,117388,111312
1,1,19,115398,115500,115721,117313,120742,125994,133030,135278,137703,134642,131508,129787,127818,125731,123643,122383,122472,121284,120707,118508,115365,113148,111403,111537,113846,117274,120342,121247,120741,118996,117530,118328,120397,117977
1,1,20,115490,116481,116616,116824,118445,121893,127195,134222,136453,139003,135971,132579,130927,128995,127103,125832,125899,125824,124493,122450,119478,116150,113878,112114,112240,114551,117982,121060,121954,121434,119682,118200,118997,121068
1,1,21,113524,115798,116862,117007,117266,118918,122410,127692,134720,137102,139736,136457,133176,131608,129945,129055,129318,129233,128999,125952,123023,119854,116471,114190,112413,112532,114840,118269,121340,122224,121709,119946,118464,119252
1,1,22,112057,114238,116589,117648,117840,118116,119802,123268,128553,135753,138215,140598,137422,134207,132924,132401,133145,133328,133068,130865,126796,123638,120408,116999,114700,112917,113030,115335,118771,121842,122726,122202,120435,118941
1,1,23,111002,112051,114320,116690,117814,118042,118374,120040,123508,128955,136241,138497,141034,137972,135124,135178,136344,137138,137123,134647,131306,126989,123774,120527,117118,114821,113031,113143,115445,118866,121933,122815,122288,120517
1,1,24,110879,110910,112059,114365,116818,117994,118299,118633,120320,123967,129530,136676,139122,141807,139176,137844,139539,140970,141538,139054,135298,131667,127289,124053,120799,117382,115080,113287,113395,115697,119117,122184,123061,122534
1,1,25,111450,110901,111022,112197,114567,117062,118297,118580,118921,120780,124527,129961,137295,139885,143020,142031,142223,144349,145537,143460,139603,135549,131858,127462,124221,120964,117544,115244,113449,113555,115846,119269,122334,123206
1,1,26,112012,111973,111496,111623,112855,115253,117790,118986,119252,119743,121681,125312,130934,138422,141472,146347,146732,147467,149341,147781,144280,140105,135980,132266,127857,124610,121345,117918,115616,113810,113914,116210,119635,122706
1,1,27,111944,112813,112821,112325,112484,113719,116147,118633,119783,120173,120717,122524,126322,132067,140021,144830,150954,151905,152385,151526,148548,144729,140488,136336,132614,128193,124943,121676,118240,115930,114122,114229,116523,119955
1,1,28,109628,111967,112898,112902,112446,112616,113882,116261,118717,120009,120460,120894,122869,126774,132972,142680,148614,155277,155995,153831,151606,148336,144467,140214,136067,132357,127949,124706,121441,118018,115718,113917,114021,116311
1,1,29,106475,109180,111608,112570,112656,112255,112496,113757,116143,118770,120166,120561,121203,123335,127731,135686,146412,152864,159286,157487,154027,151518,148197,144315,140067,135930,132216,127815,124577,121326,117911,115615,113816,113920
1,1,30,104597,106970,109731,112146,113134,113208,112818,113003,114227,116733,119407,120685,121220,121957,124502,130532,139396,150614,156844,160880,157843,154116,151555,148217,144334,140087,135950,132242,127846,124612,121353,117945,115656,113855
1,1,31,102421,103588,106066,108863,111366,112428,112609,112259,112497,113914,116540,119178,120679,121402,122617,126774,133659,142939,153919,157936,160823,157546,153778,151206,147877,144002,139765,135638,131942,127558,124327,121083,117691,115407
1,1,32,103200,103246,104419,106855,109651,112111,113140,113219,112789,113092,114508,116965,119677,121214,122242,124806,129693,136914,145990,154948,157921,160570,157259,153488,150920,147598,143733,139502,135387,131695,127319,124100,120870,117485
1,1,33,104004,103167,103265,104435,106901,109704,112186,113179,113242,112925,113288,114578,117155,119954,121817,124115,127425,132576,139618,146872,154874,157632,160237,156915,153155,150592,147277,143422,139199,135093,131410,127050,123840,120617
1,1,34,104163,103690,102963,103121,104382,106919,109802,112317,113355,113592,113396,113715,115191,117926,121105,124206,127222,130762,135764,141162,147578,155413,158137,160732,157402,153622,151050,147731,143865,139636,135524,131838,127469,124251
1,1,35,103779,104054,103657,102964,103184,104487,107081,109971,112506,113679,114000,113751,114215,115806,118862,123147,126892,130084,133490,136967,141582,147831,155634,158347,160942,157606,153823,151252,147925,144060,139828,135717,132030,127661
1,1,36,103661,104436,104655,104168,103406,103545,104773,107248,110039,112557,113674,113815,113571,114005,115745,119642,124495,128365,131430,133416,136159,140589,146754,154485,157178,159747,156438,152683,150131,146832,142988,138789,134704,131041
1,1,37,102428,103511,104313,104529,104062,103307,103458,104656,107111,109970,112517,113550,113774,113590,114250,116848,121405,126340,130088,131880,133212,135803,140183,146321,154023,156704,159269,155965,152225,149679,146390,142562,138377,134304
1,1,38,101418,102793,103840,104576,104746,104213,103402,103454,104572,107028,109844,112220,113246,113453,113400,114744,117945,122584,127392,129987,131191,132395,134949,139294,145383,153030,155697,158238,154960,151250,148713,145449,141651,137485
1,1,39,99186,101034,102428,103469,104219,104390,103872,103041,103089,104273,106751,109458,111887,112958,113342,113962,115945,119244,123778,127542,129598,130682,131858,134398,138728,144789,152401,155055,157590,154326,150627,148109,144857,141074
1,1,40,97028,99290,101141,102515,103552,104282,104444,103882,103026,103113,104308,106667,109409,111857,113065,114026,115225,117318,120527,124124,127406,129352,130412,131583,134116,138439,144487,152070,154730,157251,153996,150312,147799,144554
1,1,41,93289,95850,98179,100085,101549,102662,103488,103721,103245,102547,102761,103948,106443,109308,111985,113819,115336,116625,118644,121017,124178,127358,129280,130330,131496,134019,138337,144382,151965,154614,157131,153879,150201,147688
1,1,42,93298,95715,98196,100405,102181,103485,104434,105048,105069,104441,103565,103476,104507,106837,109625,112561,114804,116420,117642,118900,120881,123949,127104,129024,130072,131232,133760,138067,144096,151661,154307,156818,153574,149904
1,1,43,89783,91834,94312,96839,99121,100975,102368,103386,104094,104276,103792,102928,102995,104159,106702,110012,113545,115904,117450,117972,118864,120757,123809,126955,128867,129913,131081,133598,137901,143917,151473,154114,156625,153388
1,1,44,86872,88685,90763,93258,95814,98119,100005,101413,102467,103273,103535,103019,102262,102411,103727,106693,110444,114109,116401,117287,117466,118278,120151,123183,126320,128227,129277,130438,132947,137231,143219,150733,153364,155864
1,1,45,85584,87433,89200,91220,93664,96162,98405,100200,101524,102538,103283,103383,102821,102005,102158,103730,107061,110956,114554,116221,116789,116898,117694,119556,122578,125705,127606,128654,129819,132320,136587,142546,150026,152646
1,1,46,83398,85542,87356,89083,91074,93477,95934,98115,99855,101173,102166,102795,102882,102304,101533,101964,103963,107455,111282,114284,115646,116151,116254,117041,118898,121901,125017,126915,127968,129125,131618,135867,141796,149233
1,1,47,81321,83583,85680,87446,89130,91064,93414,95791,97903,99618,100888,101747,102339,102382,101813,101262,102164,104319,107745,111019,113732,115028,115516,115621,116402,118249,121247,124345,126239,127292,128452,130935,135161,141061
1,1,48,78820,81138,83393,85480,87250,88922,90849,93177,95542,97681,99405,100604,101482,102085,102187,101864,101841,102877,104985,107922,110941,113601,114881,115367,115468,116260,118101,121091,124189,126076,127131,128293,130777,135000
1,1,49,75591,77963,80302,82579,84709,86514,88237,90196,92563,95006,97215,98940,100226,101191,101916,102308,102495,102589,103586,105246,107956,110922,113559,114837,115318,115420,116213,118053,121040,124133,126020,127070,128235,130717
1,1,50,72226,75132,77494,79830,82109,84237,86046,87760,89715,92108,94571,96729,98478,99786,100804,101738,102541,102841,102906,103493,104947,107600,110555,113186,114459,114946,115047,115835,117672,120655,123739,125630,126677,127840
1,1,51,68147,71446,74343,76708,79055,81348,83493,85315,87048,89049,91482,93928,96137,97934,99328,100573,101884,102798,103070,102763,103161,104566,107202,110148,112765,114041,114523,114625,115411,117249,120225,123301,125185,126240
1,1,52,64683,69505,72739,75561,77847,80094,82280,84295,85980,87598,89472,91709,94015,96063,97724,99091,100658,102067,102953,102884,102402,102758,104156,106789,109720,112333,113607,114094,114201,114991,116823,119792,122870,124752
1,1,53,59290,62941,67726,70969,73825,76152,78457,80696,82782,84578,86304,88235,90585,93005,95206,97132,98989,100640,102013,102580,102349,101842,102194,103585,106203,109130,111743,113011,113501,113611,114399,116226,119189,122260
1,1,54,57554,59005,62639,67420,70671,73535,75875,78185,80434,82564,84392,86099,88067,90449,92924,95280,97558,99486,101113,102205,102621,102359,101844,102195,103588,106206,109130,111739,113011,113496,113611,114406,116237,119201
1,1,55,54188,56485,57930,61547,66292,69529,72393,74733,77056,79345,81515,83342,85099,87109,89559,92177,94829,97148,99037,100394,101348,101738,101475,100970,101326,102718,105320,108227,110822,112087,112585,112704,113496,115325
1,1,56,51883,54470,56727,58140,61714,66411,69595,72396,74675,76956,79190,81247,83006,84690,86641,89082,91952,94631,96923,98575,99805,100727,101119,100867,100370,100730,102119,104717,107614,110199,111466,111966,112093,112890
1,1,57,48825,51132,53699,55944,57359,60899,65551,68704,71487,73774,76059,78251,80318,82087,83798,85821,88578,91452,94093,96163,97691,98892,99811,100203,99956,99472,99838,101223,103801,106678,109250,110521,111022,111159
1,1,58,46434,48509,50807,53352,55591,56995,60511,65122,68252,71035,73326,75561,77753,79806,81584,83349,85671,88431,91283,93731,95696,97208,98405,99321,99718,99480,99001,99368,100750,103325,106199,108769,110035,110548
1,1,59,43889,45541,47627,49932,52492,54745,56182,59695,64305,67475,70302,72610,74904,77158,79292,81197,83262,85575,88315,90992,93357,95300,96809,98005,98924,99326,99096,98622,98991,100375,102946,105815,108384,109654
1,1,60,41966,43443,45097,47169,49462,52002,54246,55672,59160,63745,66904,69695,71998,74291,76554,78735,80865,82901,85193,87773,90366,92698,94643,96146,97343,98266,98672,98446,97986,98363,99742,102308,105165,107724
1,1,61,39443,40747,42235,43894,45971,48257,50789,53038,54490,57981,62555,65699,68524,70878,73228,75591,77984,80062,82065,84207,86696,89252,91568,93490,94986,96180,97099,97514,97304,96859,97240,98620,101167,104004
1,1,62,38620,39886,41147,42582,44183,46194,48417,50868,53033,54410,57806,62235,65265,67964,70193,72440,74934,77268,79325,81199,83266,85723,88258,90558,92472,93962,95148,96070,96489,96290,95866,96256,97628,100161
1,1,63,35783,37081,38388,39698,41182,42830,44885,47148,49655,51902,53385,56825,61325,64464,67301,69713,72219,74675,76998,78944,80764,82821,85275,87808,90108,92024,93517,94713,95636,96060,95873,95458,95852,97225
1,1,64,33807,35088,36383,37684,38989,40458,42096,44129,46370,48863,51101,52559,55970,60431,63554,66408,68900,71347,73775,75978,77862,79657,81702,84128,86639,88924,90824,92310,93500,94426,94860,94688,94287,94685
1,1,65,32826,34080,35329,36572,37825,39063,40472,42035,43990,46162,48567,50691,52058,55348,59668,62677,65603,68023,70443,72755,74896,76753,78543,80564,82978,85470,87734,89625,91103,92290,93219,93659,93505,93120
1,1,66,30380,31406,32670,33922,35178,36446,37708,39130,40711,42691,44878,47289,49452,50873,54190,58547,61729,64544,66934,69250,71499,73606,75454,77222,79232,81617,84089,86328,88199,89674,90850,91785,92230,92096
1,1,67,29482,30184,31193,32428,33652,34876,36109,37330,38709,40253,42186,44302,46651,48753,50130,53378,57814,60878,63657,65963,68224,70455,72547,74381,76145,78136,80508,82953,85180,87044,88506,89691,90620,91081
1,1,68,28167,28383,29102,30113,31343,32567,33792,35027,36254,37650,39202,41123,43245,45598,47717,49140,52520,56791,59811,62499,64749,66989,69191,71267,73085,74832,76814,79159,81584,83794,85645,87103,88284,89221
1,1,69,27551,27503,27731,28445,29444,30658,31862,33071,34295,35513,36897,38422,40321,42418,44740,46853,48389,51632,55838,58774,61414,63638,65852,68033,70096,71903,73642,75604,77939,80342,82539,84379,85831,87012
1,1,70,27416,27139,27083,27294,27980,28940,30116,31278,32440,33617,34790,36111,37579,39406,41428,43676,45869,47300,50482,54569,57435,60031,62221,64405,66560,68597,70386,72109,74050,76350,78727,80900,82719,84169
1,1,71,26324,26254,26024,25996,26232,26921,27879,29043,30195,31362,32541,33710,35035,36500,38325,40347,42703,44799,46208,49291,53279,56094,58647,60809,62964,65094,67105,68876,70581,72504,74778,77120,79267,81071
1,1,72,26019,26145,26047,25786,25733,25930,26572,27475,28584,29679,30776,31881,32974,34218,35599,37327,39426,41682,43735,45099,48112,52025,54782,57304,59440,61567,63665,65656,67409,69103,71003,73248,75570,77691
1,1,73,23933,24396,24567,24521,24321,24313,24544,25196,26107,27213,28310,29413,30526,31638,32893,34299,36155,38141,40338,42315,43640,46572,50383,53082,55549,57637,59724,61782,63738,65461,67124,68996,71199,73472
1,1,74,21949,22866,23346,23542,23526,23365,23389,23639,24303,25213,26317,27410,28515,29633,30751,32016,33505,35275,37230,39369,41312,42617,45501,49247,51906,54341,56409,58476,60521,62455,64169,65822,67678,69865
1,1,75,19832,20999,21895,22364,22569,22569,22424,22461,22710,23364,24253,25327,26393,27471,28563,29667,30972,32388,34115,36003,38084,39979,41264,44080,47728,50332,52712,54744,56775,58784,60689,62379,64011,65840
1,1,76,17434,18703,19839,20716,21192,21417,21444,21334,21399,21673,22328,23208,24270,25327,26401,27494,28636,29883,31269,32938,34775,36802,38652,39919,42665,46220,48763,51096,53092,55088,57058,58932,60599,62212
1,1,77,15268,16492,17717,18816,19672,20147,20380,20429,20347,20431,20717,21364,22232,23271,24314,25372,26482,27577,28800,30126,31747,33533,35510,37318,38557,41237,44697,47184,49467,51423,53385,55320,57168,58808
1,1,78,13478,14555,15718,16883,17921,18727,19171,19385,19421,19335,19409,19663,20261,21073,22047,23025,24077,25132,26188,27352,28629,30185,31910,33808,35554,36761,39337,42669,45073,47273,49177,51072,52954,54751
1,1,79,11399,12346,13371,14481,15594,16599,17390,17847,18094,18176,18143,18247,18534,19148,19964,20941,21948,22953,23977,24996,26117,27355,28861,30530,32375,34070,35250,37743,40969,43298,45448,47305,49162,51001
1,1,80,10002,10752,11655,12629,13683,14742,15693,16451,16886,17128,17213,17179,17281,17557,18142,18925,19892,20849,21821,22804,23788,24876,26072,27533,29144,30928,32570,33723,36132,39246,41507,43594,45403,47216
1,1,81,8428,8987,9698,10547,11465,12464,13466,14381,15113,15566,15838,15951,15966,16108,16416,17017,17806,18716,19639,20563,21510,22454,23497,24651,26053,27598,29314,30897,32014,34325,37310,39488,41509,43260
1,1,82,7585,7998,8523,9185,9976,10831,11758,12687,13526,14205,14613,14836,14921,14913,15027,15288,15867,16614,17484,18355,19236,20141,21045,22047,23150,24491,25970,27604,29125,30198,32408,35255,37339,39281
1,1,83,6339,6678,7072,7563,8177,8914,9705,10570,11440,12238,12895,13294,13537,13655,13688,13834,14135,14684,15388,16206,17026,17862,18723,19586,20537,21589,22867,24272,25820,27267,28297,30397,33094,35086
1,1,84,5500,5797,6118,6482,6939,7509,8191,8927,9723,10530,11274,11879,12253,12482,12599,12639,12807,13095,13621,14290,15062,15846,16638,17464,18289,19199,20204,21417,22760,24239,25620,26614,28615,31187
1,1,85,4635,4890,5161,5455,5791,6209,6729,7351,8024,8759,9501,10183,10743,11100,11327,11449,11522,11682,11967,12461,13086,13813,14549,15301,16079,16859,17715,18669,19811,21074,22471,23784,24730,26618
1,1,86,3926,4127,4360,4610,4881,5188,5573,6046,6613,7231,7900,8581,9209,9729,10064,10280,10421,10502,10669,10939,11403,11996,12682,13377,14086,14824,15564,16376,17278,18359,19554,20870,22117,23023
1,1,87,3277,3433,3615,3822,4046,4288,4564,4905,5331,5835,6386,6986,7592,8154,8619,8925,9138,9282,9369,9525,9783,10220,10766,11394,12037,12696,13378,14065,14817,15651,16652,17761,18982,20140
1,1,88,2734,2849,2983,3145,3329,3525,3738,3978,4278,4652,5093,5579,6102,6637,7129,7537,7826,8038,8175,8264,8412,8655,9056,9557,10128,10718,11320,11949,12575,13271,14041,14958,15977,17102
1,1,89,2211,2314,2420,2543,2685,2848,3029,3218,3439,3709,4039,4439,4871,5341,5822,6274,6656,6930,7132,7272,7361,7507,7733,8108,8569,9101,9647,10205,10783,11373,12017,12732,13587,14531
1,1,90,1776,1867,1954,2044,2153,2276,2418,2575,2741,2931,3164,3451,3794,4169,4577,4993,5394,5744,5993,6180,6309,6401,6537,6747,7090,7507,7983,8478,8982,9508,10041,10624,11273,12051
1,1,91,1369,1439,1516,1593,1673,1763,1872,1995,2131,2275,2441,2642,2891,3185,3510,3863,4230,4589,4895,5119,5288,5411,5500,5626,5818,6124,6501,6924,7367,7815,8290,8765,9286,9873
