Area,Sexo,Edad,a2002,a2003,a2004,a2005,a2006,a2007,a2008,a2009,a2010,a2011,a2012,a2013,a2014,a2015,a2016,a2017,a2018,a2019,a2020,a2021,a2022,a2023,a2024,a2025,a2026,a2027,a2028,a2029,a2030,a2031,a2032,a2033,a2034,a2035
2,1,90,464,483,506,525,543,568,599,629,665,702,751,811,883,964,1047,1133,1211,1281,1334,1367,1400,1429,1482,1542,1617,1716,1842,1960,2076,2195,2319,2462,2599,2758
2,1,91,385,408,426,445,462,482,503,530,556,588,620,663,714,779,848,923,999,1068,1137,1186,1221,1254,1286,1340,1400,1475,1566,1687,1800,1916,2028,2153,2294,2424
2,1,92,254,267,284,300,316,331,346,366,389,413,440,469,506,551,606,669,729,789,845,904,947,979,1011,1041,1088,1141,1209,1288,1395,1494,1592,1697,1800,1927
2,1,93,209,217,230,246,257,270,285,299,314,333,353,375,400,431,469,516,563,618,671,724,777,820,846,881,911,956,1008,1064,1139,1242,1333,1426,1517,1619
2,1,94,170,177,186,195,208,221,232,243,253,267,278,293,310,327,354,385,421,464,509,548,599,646,681,712,743,770,814,869,924,994,1086,1174,1258,1347
2,1,95,119,127,131,139,148,160,169,180,187,198,210,221,235,252,268,293,322,355,393,433,472,515,558,593,621,652,680,725,774,827,896,985,1068,1152
2,1,96,82,86,90,95,101,108,118,125,134,141,147,157,170,179,193,208,227,250,278,310,344,375,411,447,479,503,535,561,600,646,696,754,831,911
2,1,97,58,62,64,70,73,80,84,94,101,108,116,124,133,143,152,163,177,194,215,237,267,297,330,363,397,428,451,484,516,559,603,655,711,792
2,1,98,37,40,42,46,52,53,60,65,74,80,88,94,102,112,121,131,144,154,169,190,210,238,267,300,334,363,399,421,454,487,534,585,634,698
2,1,99,22,25,28,30,34,37,41,45,52,56,63,70,77,86,93,102,108,117,129,142,157,179,204,233,260,291,325,358,381,413,452,496,553,606
2,1,100,33,35,40,44,46,51,55,57,60,62,67,71,77,78,80,78,82,86,91,94,101,109,122,135,152,173,196,217,244,266,297,325,361,395
2,2,0,15746,14888,14416,14009,13789,13794,14042,14288,14123,13940,13495,13142,13048,13124,12732,11941,11460,11380,11403,11373,11288,11174,11045,10909,10769,10623,10475,10327,10184,10115,9995,9874,9761,9652
2,2,1,16399,15815,14940,14447,14020,13780,13771,13993,14218,14034,13823,13323,12935,12800,12835,12429,11744,11292,11213,11192,11147,11059,10948,10825,10694,10557,10416,10274,10131,9989,9924,9805,9692,9581
2,2,2,17035,16528,15959,15084,14596,14175,13947,13945,14190,14429,14249,14013,13498,13096,12954,13000,12706,12045,11588,11463,11429,11379,11294,11185,11065,10930,10795,10652,10513,10366,10225,10157,10041,9926
2,2,3,17295,16678,16235,15717,14906,14470,14105,13927,13984,14280,14570,14419,14217,13736,13375,13290,13459,13185,12511,11997,11851,11814,11771,11683,11569,11450,11316,11177,11035,10892,10748,10599,10538,10417
2,2,4,17595,17097,16496,16067,15566,14777,14361,14011,13854,13924,14227,14499,14341,14136,13663,13317,13302,13496,13227,12515,11986,11837,11800,11758,11676,11567,11445,11320,11186,11043,10903,10759,10618,10553
2,2,5,18235,17647,17164,16578,16160,15670,14900,14500,14164,14023,14107,14398,14661,14499,14292,13835,13555,13567,13766,13458,12722,12188,12037,12002,11965,11884,11775,11655,11530,11394,11254,11112,10969,10830
2,2,6,18708,18049,17450,16958,16362,15938,15443,14675,14272,13933,13777,13818,14060,14282,14095,13880,13510,13259,13271,13428,13110,12389,11873,11733,11703,11663,11586,11483,11371,11248,11118,10984,10848,10710
2,2,7,19051,18392,17771,17209,16753,16196,15807,15357,14636,14270,13962,13814,13868,14127,14370,14225,14111,13750,13501,13481,13622,13301,12578,12059,11918,11889,11852,11775,11678,11566,11441,11313,11181,11043
2,2,8,19806,19118,18464,17848,17291,16842,16299,15923,15480,14773,14410,14077,13919,13963,14214,14467,14400,14300,13940,13659,13624,13762,13442,12720,12197,12059,12031,11998,11926,11823,11714,11594,11468,11331
2,2,9,20097,19499,18850,18234,17658,17143,16731,16229,15893,15495,14817,14459,14142,13998,14065,14355,14693,14639,14541,14149,13850,13819,13961,13644,12913,12389,12251,12225,12195,12125,12027,11915,11794,11666
2,2,10,20705,19850,19281,18665,18078,17531,17049,16671,16202,15901,15527,14852,14502,14191,14061,14153,14510,14861,14811,14687,14283,13985,13956,14105,13787,13054,12530,12394,12373,12344,12276,12176,12069,11948
2,2,11,20656,19911,19135,18630,18076,17554,17075,16658,16343,15940,15686,15339,14706,14389,14113,14032,14173,14534,14891,14815,14684,14277,13979,13956,14107,13797,13071,12546,12413,12394,12368,12303,12207,12101
2,2,12,19687,19738,19082,18389,17965,17492,17051,16648,16306,16066,15724,15510,15211,14628,14357,14143,14075,14226,14589,14920,14836,14699,14297,14009,13984,14141,13831,13110,12588,12461,12446,12419,12357,12266
2,2,13,19474,19426,19491,18851,18178,17768,17316,16893,16506,16188,15952,15597,15376,15070,14493,14234,13989,13933,14086,14417,14735,14649,14517,14125,13839,13820,13982,13676,12965,12455,12330,12318,12298,12235
2,2,14,17926,18620,18582,18647,18038,17403,17018,16599,16209,15851,15550,15306,14957,14736,14436,13894,13630,13397,13342,13467,13775,14072,13997,13877,13506,13240,13222,13378,13090,12413,11928,11808,11797,11779
2,2,15,15889,16420,17140,17188,17337,16859,16353,16091,15787,15509,15250,15019,14848,14570,14421,14213,13664,13402,13180,13106,13222,13522,13818,13749,13631,13268,13006,12991,13148,12872,12205,11732,11615,11608
2,2,16,15856,16028,16498,17156,17138,17217,16665,16098,15771,15405,15057,14704,14392,14137,13789,13582,13317,12797,12554,12321,12243,12349,12635,12915,12854,12748,12411,12167,12158,12308,12048,11425,10979,10870
2,2,17,15411,15307,15478,15938,16590,16583,16671,16148,15610,15306,14952,14591,14227,13906,13649,13321,13149,12875,12379,12113,11873,11796,11901,12185,12459,12405,12302,11977,11750,11743,11893,11642,11037,10605
2,2,18,15080,14860,14755,14927,15386,16024,16024,16117,15617,15098,14794,14421,14043,13674,13348,13109,12847,12669,12410,11877,11604,11374,11297,11406,11689,11970,11913,11816,11502,11285,11287,11435,11192,10608
2,2,19,14623,14302,14101,14012,14191,14650,15291,15313,15435,14980,14491,14183,13819,13447,13095,12814,12664,12408,12238,11920,11374,11106,10883,10816,10920,11208,11479,11428,11341,11040,10832,10831,10981,10755
2,2,20,13949,13746,13442,13255,13176,13359,13811,14442,14494,14637,14217,13734,13436,13081,12732,12429,12252,12104,11862,11617,11274,10746,10487,10284,10218,10323,10600,10862,10819,10742,10455,10257,10256,10403
2,2,21,14170,14120,13897,13575,13367,13275,13442,13887,14516,14557,14681,14203,13676,13336,12952,12605,12407,12224,12081,11753,11464,11121,10600,10346,10145,10081,10190,10471,10733,10697,10623,10341,10149,10158
2,2,22,13866,13847,13804,13582,13267,13064,12981,13157,13603,14234,14283,14370,13881,13345,13008,12659,12457,12263,12084,11846,11474,11187,10849,10335,10093,9899,9842,9954,10231,10493,10461,10392,10123,9935
2,2,23,13935,13805,13805,13772,13570,13276,13095,13031,13232,13718,14374,14406,14497,14002,13475,13182,12978,12798,12601,12308,12007,11621,11333,10996,10473,10232,10038,9988,10099,10383,10657,10629,10559,10282
2,2,24,14403,14145,13994,13971,13921,13696,13379,13178,13094,13285,13737,14330,14313,14346,13820,13305,13151,12998,12818,12501,12146,11838,11458,11179,10845,10335,10097,9910,9861,9972,10258,10529,10504,10438
2,2,25,14785,14329,14075,13922,13901,13853,13634,13327,13134,13066,13258,13678,14245,14205,14231,13749,13415,13330,13177,12864,12476,12106,11799,11427,11149,10824,10317,10082,9898,9852,9972,10252,10527,10500
2,2,26,14626,14178,13759,13523,13393,13392,13367,13181,12908,12760,12713,12888,13298,13850,13832,13919,13632,13375,13293,13005,12629,12232,11877,11576,11211,10943,10626,10133,9901,9727,9678,9795,10076,10344
2,2,27,14358,14056,13645,13255,13049,12946,12972,12976,12824,12601,12480,12430,12609,13014,13576,13627,13870,13664,13411,13197,12849,12464,12077,11727,11436,11077,10814,10504,10018,9795,9620,9579,9693,9971
2,2,28,14630,14512,14217,13810,13430,13233,13141,13177,13194,13064,12844,12698,12637,12803,13212,13824,14005,14329,14122,13744,13462,13098,12711,12319,11967,11672,11311,11047,10733,10243,10018,9845,9805,9924
2,2,29,14780,14815,14708,14421,14020,13643,13458,13378,13426,13467,13342,13098,12939,12866,13030,13490,14239,14506,14836,14506,14067,13767,13397,13007,12612,12250,11956,11591,11325,11010,10510,10282,10110,10069
2,2,30,14299,14249,14316,14242,13999,13646,13324,13186,13149,13250,13329,13215,13003,12871,12832,13082,13668,14497,14763,14984,14601,14143,13850,13479,13093,12697,12343,12046,11684,11415,11104,10606,10379,10206
2,2,31,15535,15219,15133,15161,15036,14742,14331,13950,13759,13676,13712,13698,13503,13204,12996,12927,13265,13925,14757,14927,15093,14701,14243,13953,13584,13193,12802,12450,12157,11791,11529,11216,10720,10489
2,2,32,15009,14603,14371,14354,14460,14422,14228,13924,13646,13552,13554,13651,13713,13601,13395,13321,13425,13835,14514,15272,15399,15564,15165,14701,14407,14026,13630,13234,12874,12574,12207,11938,11617,11107
2,2,33,15491,15024,14632,14410,14405,14523,14506,14332,14044,13791,13701,13680,13768,13823,13711,13550,13563,13726,14143,14746,15469,15591,15761,15357,14897,14595,14224,13828,13424,13061,12768,12391,12117,11797
2,2,34,15827,15398,14916,14501,14260,14235,14335,14297,14112,13821,13536,13392,13323,13358,13369,13256,13188,13244,13400,13727,14264,14951,15076,15240,14852,14407,14123,13760,13383,12999,12651,12361,11999,11739
2,2,35,15822,15500,15076,14597,14187,13952,13932,14034,14007,13836,13545,13239,13071,12980,12994,13021,13039,13011,13069,13147,13426,13943,14618,14736,14897,14524,14095,13815,13469,13100,12729,12385,12109,11757
2,2,36,15176,15061,14848,14535,14166,13872,13747,13840,14060,14163,14112,13910,13697,13628,13646,13818,14004,14066,14035,14033,14089,14381,14940,15669,15802,15983,15589,15134,14846,14480,14090,13694,13327,13035
2,2,37,15017,15003,14906,14715,14423,14084,13812,13714,13835,14091,14214,14157,13962,13750,13691,13751,13954,14174,14235,14150,14119,14168,14474,15035,15769,15904,16094,15700,15249,14961,14592,14199,13801,13446
2,2,38,14676,14763,14796,14749,14610,14379,14094,13884,13849,14036,14350,14509,14493,14331,14166,14180,14261,14502,14729,14747,14635,14598,14657,14976,15559,16323,16473,16670,16269,15806,15514,15135,14734,14328
2,2,39,14844,14988,15086,15128,15096,14965,14742,14462,14259,14247,14448,14751,14905,14885,14717,14573,14558,14668,14916,15102,15094,14973,14944,15007,15334,15935,16720,16879,17087,16682,16213,15912,15528,15122
2,2,40,13625,13895,14088,14243,14348,14382,14337,14196,14005,13891,13952,14202,14558,14768,14811,14739,14576,14582,14695,14900,15064,15052,14932,14908,14980,15311,15908,16696,16855,17067,16665,16205,15908,15524
2,2,41,14653,14900,15112,15233,15308,15331,15279,15140,14899,14611,14388,14328,14464,14710,14808,14757,14606,14459,14469,14539,14719,14875,14871,14761,14734,14806,15132,15727,16505,16667,16877,16487,16035,15744
2,2,42,11932,12203,12542,12862,13116,13345,13534,13663,13728,13698,13610,13566,13675,13981,14404,14712,14705,14567,14416,14388,14445,14615,14775,14772,14664,14638,14712,15039,15631,16409,16572,16786,16399,15944
2,2,43,12709,12857,13101,13411,13700,13913,14101,14243,14328,14345,14246,14066,13940,13975,14214,14588,14744,14749,14609,14427,14388,14439,14615,14776,14775,14670,14651,14726,15054,15655,16434,16598,16812,16431
2,2,44,13469,13612,13736,13955,14248,14512,14700,14857,14968,15012,14975,14798,14543,14344,14318,14518,14828,15001,15008,14838,14643,14604,14656,14843,15006,15005,14903,14886,14970,15310,15922,16717,16887,17110
2,2,45,12425,12588,12792,12984,13275,13639,13985,14265,14521,14739,14880,14929,14835,14662,14553,14636,14836,15164,15335,15312,15125,14929,14887,14951,15144,15317,15319,15213,15203,15290,15639,16264,17081,17257
2,2,46,12040,12288,12485,12722,12952,13284,13693,14085,14421,14728,14988,15155,15232,15165,15022,14958,14948,15163,15500,15655,15621,15436,15240,15204,15271,15471,15653,15660,15560,15553,15644,16011,16654,17491
2,2,47,11469,11776,12064,12302,12587,12867,13255,13725,14177,14576,14940,15241,15447,15573,15552,15466,15278,15276,15494,15816,15963,15936,15751,15556,15520,15595,15806,15995,16004,15909,15906,16006,16382,17041
2,2,48,11134,11445,11744,12020,12247,12522,12796,13176,13641,14083,14464,14793,15062,15239,15343,15310,15064,14881,14884,15073,15370,15518,15487,15314,15129,15099,15174,15381,15568,15587,15490,15491,15589,15956
2,2,49,11415,11717,11995,12258,12496,12688,12929,13163,13510,13933,14321,14630,14881,15071,15176,15218,15048,14802,14628,14612,14791,15085,15231,15208,15042,14860,14835,14908,15113,15300,15322,15233,15233,15334
2,2,50,10527,10866,11189,11494,11790,12067,12303,12588,12879,13272,13741,14155,14497,14791,15026,15187,15162,14986,14747,14555,14532,14712,15010,15157,15140,14977,14802,14779,14857,15066,15255,15274,15190,15194
2,2,51,11243,11589,11897,12179,12442,12686,12908,13087,13315,13539,13857,14234,14545,14781,14964,15098,15148,15116,14944,14690,14492,14474,14657,14952,15106,15096,14935,14766,14746,14826,15036,15223,15247,15168
2,2,52,8827,9556,9949,10318,10676,11025,11369,11706,12013,12370,12723,13164,13658,14103,14491,14841,14975,15018,14989,14804,14550,14357,14343,14523,14822,14969,14959,14805,14637,14627,14707,14915,15105,15132
2,2,53,9418,9796,10541,10906,11243,11559,11862,12159,12444,12688,12975,13234,13582,13979,14323,14614,14812,14936,14982,14940,14753,14501,14316,14301,14487,14785,14939,14933,14777,14617,14607,14692,14903,15091
2,2,54,9190,9324,9692,10425,10776,11105,11416,11713,12005,12282,12510,12768,13002,13316,13685,14005,14246,14427,14552,14581,14535,14357,14116,13935,13926,14105,14400,14552,14541,14398,14243,14235,14320,14522
2,2,55,9350,9525,9654,10022,10766,11118,11445,11755,12049,12334,12595,12792,13015,13215,13497,13843,14148,14374,14557,14673,14699,14655,14480,14240,14065,14062,14251,14551,14710,14710,14567,14416,14416,14499
2,2,56,8694,8952,9141,9287,9669,10416,10795,11149,11490,11822,12133,12414,12634,12880,13108,13426,13787,14076,14303,14474,14584,14615,14577,14408,14175,14006,14002,14195,14497,14656,14653,14518,14370,14370
2,2,57,8598,8821,9084,9277,9423,9816,10579,10976,11345,11695,12026,12327,12594,12798,13033,13258,13574,13919,14211,14436,14608,14722,14761,14725,14559,14329,14162,14164,14360,14676,14837,14843,14702,14557
2,2,58,8106,8295,8523,8786,8996,9155,9560,10335,10750,11140,11505,11843,12149,12426,12645,12901,13124,13410,13756,14037,14258,14432,14547,14588,14558,14396,14175,14011,14017,14213,14526,14691,14699,14567
2,2,59,8204,8300,8477,8693,8947,9144,9296,9694,10461,10859,11228,11554,11847,12111,12340,12521,12754,12958,13246,13575,13850,14073,14245,14364,14410,14388,14233,14019,13863,13869,14072,14379,14542,14553
2,2,60,7424,7541,7664,7863,8103,8384,8617,8810,9246,10038,10478,10882,11247,11584,11898,12190,12392,12609,12807,13085,13408,13687,13911,14082,14208,14256,14235,14089,13878,13730,13743,13947,14249,14416
2,2,61,8556,8608,8679,8757,8922,9123,9364,9549,9681,10070,10825,11181,11479,11727,11942,12127,12389,12577,12797,12993,13277,13606,13888,14114,14297,14430,14481,14467,14325,14117,13968,13985,14193,14510
2,2,62,7276,7388,7497,7632,7775,7999,8270,8583,8855,9083,9559,10389,10844,11257,11631,11988,12281,12528,12718,12934,13133,13418,13758,14045,14281,14471,14611,14663,14657,14515,14305,14163,14183,14398
2,2,63,7746,7816,7891,7961,8050,8150,8330,8556,8822,9044,9208,9604,10343,10702,11011,11277,11585,11853,12090,12266,12472,12664,12943,13271,13554,13781,13969,14100,14160,14155,14019,13825,13692,13711
2,2,64,7790,7906,7969,8040,8106,8192,8286,8468,8692,8953,9169,9311,9689,10411,10747,11032,11373,11663,11932,12164,12341,12551,12747,13033,13368,13655,13890,14083,14221,14284,14286,14156,13964,13828
2,2,65,6493,6688,6850,6973,7107,7241,7393,7571,7828,8133,8481,8785,9023,9497,10328,10796,11181,11503,11802,12067,12304,12484,12703,12909,13196,13542,13835,14084,14281,14429,14499,14504,14374,14188
2,2,66,7052,7160,7333,7473,7567,7668,7769,7887,8027,8249,8510,8801,9043,9212,9620,10379,10810,11173,11497,11794,12058,12298,12481,12701,12908,13205,13553,13849,14099,14306,14457,14530,14540,14417
2,2,67,6443,6509,6634,6823,6983,7101,7232,7366,7516,7688,7937,8222,8537,8808,9017,9461,10256,10661,11023,11341,11631,11895,12130,12319,12537,12750,13046,13394,13698,13951,14157,14313,14393,14401
2,2,68,6466,6446,6508,6624,6807,6959,7072,7197,7324,7462,7624,7852,8112,8401,8650,8835,9274,10032,10433,10781,11095,11378,11643,11878,12061,12282,12494,12787,13130,13434,13680,13886,14042,14124
2,2,69,6533,6475,6447,6506,6617,6795,6945,7054,7174,7294,7422,7563,7771,8014,8278,8512,8719,9137,9881,10277,10621,10934,11219,11481,11716,11904,12125,12337,12629,12976,13277,13530,13735,13893
2,2,70,5628,5595,5586,5609,5706,5853,6068,6255,6415,6590,6762,6942,7135,7398,7698,8028,8298,8488,8894,9622,10002,10346,10653,10935,11196,11428,11613,11832,12046,12333,12674,12971,13223,13427
2,2,71,6137,6073,6012,5978,5976,6054,6185,6384,6552,6690,6835,6972,7106,7260,7476,7727,8032,8290,8483,8893,9618,10006,10350,10666,10949,11216,11452,11643,11869,12086,12386,12730,13031,13288
2,2,72,5037,5068,5071,5086,5117,5180,5318,5505,5760,5997,6205,6415,6625,6835,7071,7376,7644,7934,8192,8384,8788,9506,9895,10239,10552,10838,11110,11352,11542,11772,11989,12291,12639,12942
2,2,73,5256,5343,5357,5343,5342,5358,5411,5536,5715,5959,6179,6363,6552,6732,6917,7125,7360,7622,7913,8175,8368,8777,9497,9890,10243,10557,10855,11125,11369,11568,11805,12027,12335,12688
2,2,74,4969,5133,5211,5219,5201,5192,5206,5253,5370,5538,5768,5963,6128,6293,6452,6617,6782,7000,7253,7530,7783,7966,8360,9051,9430,9766,10076,10360,10623,10862,11057,11285,11498,11793
2,2,75,4731,4942,5108,5186,5196,5178,5169,5182,5230,5351,5514,5733,5923,6073,6229,6382,6523,6680,6897,7149,7423,7676,7867,8258,8944,9320,9661,9970,10254,10517,10757,10957,11181,11403
2,2,76,4350,4528,4733,4890,4968,4977,4963,4958,4977,5027,5137,5291,5495,5670,5810,5955,6093,6226,6380,6588,6827,7097,7341,7529,7908,8569,8934,9266,9567,9838,10096,10332,10523,10748
2,2,77,4082,4311,4488,4681,4832,4902,4907,4889,4879,4889,4927,5024,5159,5339,5494,5618,5754,5890,6023,6170,6377,6614,6882,7121,7312,7683,8324,8689,9016,9309,9584,9838,10072,10264
2,2,78,3312,3545,3779,3970,4185,4366,4476,4529,4563,4603,4663,4745,4881,5064,5295,5507,5649,5787,5924,6060,6216,6433,6677,6945,7197,7389,7771,8428,8803,9139,9445,9728,9992,10232
2,2,79,3295,3505,3732,3957,4138,4341,4503,4592,4624,4632,4643,4670,4714,4817,4960,5149,5321,5455,5595,5733,5867,6025,6238,6478,6746,6996,7189,7564,8208,8576,8908,9208,9487,9749
2,2,80,2494,2645,2838,3053,3271,3452,3659,3837,3959,4029,4076,4129,4190,4273,4407,4582,4766,4923,5059,5190,5320,5445,5596,5796,6026,6275,6514,6699,7056,7664,8011,8324,8610,8876
2,2,81,2637,2752,2894,3079,3277,3476,3634,3810,3954,4034,4057,4053,4052,4061,4086,4158,4290,4465,4618,4745,4873,5000,5122,5273,5467,5684,5929,6159,6340,6681,7261,7594,7892,8166
2,2,82,1933,2027,2141,2279,2458,2653,2854,3030,3226,3401,3523,3593,3642,3689,3751,3831,3927,4050,4220,4370,4492,4623,4745,4868,5009,5201,5414,5652,5876,6053,6386,6939,7266,7560
2,2,83,1942,2025,2114,2225,2359,2529,2715,2908,3074,3252,3408,3503,3547,3571,3591,3628,3680,3775,3901,4067,4216,4341,4471,4594,4720,4863,5052,5265,5499,5727,5903,6234,6781,7101
2,2,84,1622,1691,1772,1855,1960,2085,2245,2420,2606,2763,2935,3083,3179,3226,3254,3285,3320,3370,3461,3581,3740,3880,4003,4127,4251,4368,4506,4685,4888,5113,5327,5499,5810,6328
2,2,85,1479,1539,1605,1681,1760,1857,1975,2125,2293,2466,2611,2771,2901,2983,3019,3040,3064,3097,3148,3240,3358,3511,3649,3771,3894,4011,4129,4266,4435,4637,4855,5064,5230,5531
2,2,86,1211,1252,1306,1361,1428,1495,1583,1689,1821,1966,2118,2247,2383,2495,2568,2603,2622,2646,2677,2728,2810,2919,3051,3180,3288,3398,3507,3614,3736,3892,4068,4266,4454,4606
2,2,87,1007,1042,1081,1137,1190,1257,1323,1409,1515,1644,1784,1933,2058,2192,2309,2384,2417,2443,2474,2507,2556,2637,2744,2879,3000,3113,3220,3331,3435,3557,3710,3886,4079,4266
2,2,88,894,927,963,1003,1057,1110,1174,1242,1327,1424,1551,1684,1823,1943,2072,2183,2251,2287,2318,2347,2386,2437,2521,2627,2763,2886,2996,3107,3217,3324,3447,3606,3778,3971
2,2,89,768,804,834,863,899,945,995,1051,1108,1182,1270,1374,1490,1610,1709,1816,1912,1971,2009,2040,2068,2104,2157,2237,2335,2457,2573,2678,2785,2887,2987,3101,3245,3405
2,2,90,617,646,679,711,742,779,823,874,930,991,1063,1150,1251,1367,1484,1586,1692,1782,1846,1885,1918,1953,1991,2045,2128,2227,2352,2470,2573,2683,2786,2891,3005,3154
2,2,91,544,577,605,637,663,691,721,762,803,853,903,965,1038,1122,1216,1312,1402,1495,1581,1643,1681,1716,1752,1791,1848,1922,2015,2132,2242,2343,2448,2552,2648,2757
2,2,92,349,369,397,422,449,474,499,532,568,608,656,705,763,829,909,998,1087,1162,1242,1319,1371,1405,1438,1473,1512,1563,1629,1713,1821,1919,2009,2104,2196,2281
2,2,93,305,323,344,366,389,412,436,462,490,522,559,599,640,691,748,819,893,977,1048,1123,1194,1247,1285,1315,1351,1392,1435,1502,1589,1691,1787,1877,1971,2063
2,2,94,245,256,270,284,305,327,347,362,384,403,429,457,488,518,555,601,657,717,786,847,913,975,1018,1050,1080,1115,1149,1188,1251,1327,1412,1497,1577,1661
2,2,95,184,197,207,219,234,254,271,290,309,329,353,379,406,435,467,505,552,603,659,727,783,849,911,958,990,1020,1056,1099,1142,1204,1276,1366,1454,1535
2,2,96,128,136,144,155,163,174,191,206,222,237,254,272,294,318,342,369,399,436,476,524,578,626,678,732,775,807,835,866,904,943,1003,1063,1144,1221
2,2,97,104,109,118,125,135,145,154,168,182,195,209,224,238,258,276,298,325,353,387,424,469,519,563,619,667,707,739,772,800,837,876,932,999,1074
2,2,98,71,78,83,91,100,108,114,127,140,153,166,182,197,216,234,255,279,303,331,364,405,447,498,546,596,650,694,729,765,799,843,882,943,1019
2,2,99,55,58,65,69,73,81,89,96,106,117,129,140,152,166,179,195,217,233,258,282,311,345,386,433,475,524,573,615,645,679,716,757,799,857
2,2,100,121,126,129,135,144,153,159,167,173,182,190,198,200,203,204,203,225,246,266,286,316,347,381,424,472,524,583,648,708,776,837,898,964,1031
